FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Housing Units:,Housing Units: Occupied,Housing Units: Vacant,Vacant Housing Units:,Vacant Housing Units: for Rent,Vacant Housing Units: for Sale Only,Vacant Housing Units: Other Vacant,Occupied Housing Units,Occupied Housing Units: Built 2014 or Later,Occupied Housing Units: Built 2010 to 2013,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Gross Rent
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,SE_A18009_001
4.2101E+11,"Block Group 1, Census Tract 27.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 27.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16502,,,,,42,101,,,,2701,1,15000US421010027011,,,74972,0,452,354,98,98,17,23,58,354,0,0,44,52,0,0,25,29,45,159,1082
4.2101E+11,"Block Group 2, Census Tract 27.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 27.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16503,,,,,42,101,,,,2701,2,15000US421010027012,,,75068,0,521,398,123,123,0,17,106,398,0,0,0,26,34,17,20,48,37,216,812
4.2101E+11,"Block Group 3, Census Tract 27.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 27.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16504,,,,,42,101,,,,2701,3,15000US421010027013,,,74800,0,763,670,93,93,0,59,34,670,7,8,0,11,8,36,0,19,45,536,1004
4.2101E+11,"Block Group 1, Census Tract 27.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 27.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16505,,,,,42,101,,,,2702,1,15000US421010027021,,,142555,0,647,586,61,61,0,21,40,586,19,24,51,18,28,8,10,13,39,376,1315
4.2101E+11,"Block Group 2, Census Tract 27.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 27.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16506,,,,,42,101,,,,2702,2,15000US421010027022,,,71074,0,450,396,54,54,23,0,31,396,0,0,9,0,38,0,9,40,25,275,1198
4.2101E+11,"Block Group 3, Census Tract 27.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 27.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16507,,,,,42,101,,,,2702,3,15000US421010027023,,,81340,0,428,408,20,20,0,0,20,408,0,8,0,8,8,0,8,27,7,342,1127
4.2101E+11,"Block Group 4, Census Tract 27.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 27.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16508,,,,,42,101,,,,2702,4,15000US421010027024,,,72704,0,390,390,0,0,0,0,0,390,0,7,9,0,9,0,28,20,56,261,1042
4.2101E+11,"Block Group 1, Census Tract 28.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 28.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16509,,,,,42,101,,,,2801,1,15000US421010028011,,,74362,0,716,572,144,144,14,22,108,572,0,0,18,0,0,10,58,11,47,428,1090
4.2101E+11,"Block Group 2, Census Tract 28.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 28.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16510,,,,,42,101,,,,2801,2,15000US421010028012,,,74229,0,540,483,57,57,0,0,57,483,0,0,0,44,0,12,37,53,51,286,947
4.2101E+11,"Block Group 3, Census Tract 28.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 28.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16511,,,,,42,101,,,,2801,3,15000US421010028013,,,74359,0,603,522,81,81,21,60,0,522,0,0,20,8,8,48,35,0,32,371,950
4.2101E+11,"Block Group 1, Census Tract 28.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 28.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16512,,,,,42,101,,,,2802,1,15000US421010028021,,,63484,0,457,412,45,45,0,0,45,412,0,0,29,0,0,0,10,53,24,296,1180
4.2101E+11,"Block Group 2, Census Tract 28.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 28.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16513,,,,,42,101,,,,2802,2,15000US421010028022,,,83134,0,576,522,54,54,54,0,0,522,0,0,0,0,44,20,0,0,44,414,945
4.2101E+11,"Block Group 3, Census Tract 28.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 28.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16514,,,,,42,101,,,,2802,3,15000US421010028023,,,61842,0,448,416,32,32,0,0,32,416,0,0,0,0,18,20,48,22,21,287,1176
4.2101E+11,"Block Group 4, Census Tract 28.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 28.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16515,,,,,42,101,,,,2802,4,15000US421010028024,,,63160,0,442,442,0,0,0,0,0,442,0,0,24,0,0,13,0,39,28,338,1221
4.2101E+11,"Block Group 5, Census Tract 28.02, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 28.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16516,,,,,42,101,,,,2802,5,15000US421010028025,,,91070,0,494,341,153,153,0,0,153,341,0,0,0,0,0,25,0,30,26,260,818
4.2101E+11,"Block Group 1, Census Tract 29, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 29, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16517,,,,,42,101,,,,2900,1,15000US421010029001,,,111112,0,604,492,112,112,0,0,112,492,0,0,0,13,0,0,0,121,0,358,793
4.2101E+11,"Block Group 2, Census Tract 29, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 29, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16518,,,,,42,101,,,,2900,2,15000US421010029002,,,51764,0,449,449,0,0,0,0,0,449,0,0,0,64,0,16,11,0,35,323,1042
4.2101E+11,"Block Group 3, Census Tract 29, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 29, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16519,,,,,42,101,,,,2900,3,15000US421010029003,,,207341,0,1071,837,234,234,0,109,125,837,0,0,19,11,0,0,15,71,54,667,1073
4.2101E+11,"Block Group 1, Census Tract 30.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 30.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16520,,,,,42,101,,,,3001,1,15000US421010030011,,,31448,0,219,165,54,54,0,0,54,165,0,0,0,0,11,6,0,25,5,118,1181
4.2101E+11,"Block Group 2, Census Tract 30.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 30.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16521,,,,,42,101,,,,3001,2,15000US421010030012,,,52169,0,425,382,43,43,0,20,23,382,0,0,25,0,0,23,0,33,12,289,950
4.2101E+11,"Block Group 3, Census Tract 30.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 30.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16522,,,,,42,101,,,,3001,3,15000US421010030013,,,48136,0,550,393,157,157,0,29,128,393,0,0,0,9,44,0,0,24,36,280,1060
4.2101E+11,"Block Group 4, Census Tract 30.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 30.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16523,,,,,42,101,,,,3001,4,15000US421010030014,,,50802,0,371,287,84,84,32,0,52,287,0,0,0,18,0,36,0,12,9,212,1017
4.2101E+11,"Block Group 5, Census Tract 30.01, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 30.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16524,,,,,42,101,,,,3001,5,15000US421010030015,,,43992,0,240,219,21,21,0,0,21,219,0,0,0,10,0,12,0,17,0,180,1200
4.2101E+11,"Block Group 1, Census Tract 30.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 30.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16525,,,,,42,101,,,,3002,1,15000US421010030021,,,63970,0,424,344,80,80,0,19,61,344,0,8,0,20,0,0,31,29,40,216,935
4.2101E+11,"Block Group 2, Census Tract 30.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 30.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16526,,,,,42,101,,,,3002,2,15000US421010030022,,,49611,0,492,360,132,132,0,56,76,360,13,0,42,44,0,4,36,0,31,190,525
4.2101E+11,"Block Group 3, Census Tract 30.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 30.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16527,,,,,42,101,,,,3002,3,15000US421010030023,,,56333,0,297,242,55,55,0,16,39,242,0,0,7,0,0,36,35,0,0,164,885
4.2101E+11,"Block Group 4, Census Tract 30.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 30.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16528,,,,,42,101,,,,3002,4,15000US421010030024,,,57037,0,361,287,74,74,0,0,74,287,0,0,18,0,16,7,12,32,0,202,854
4.2101E+11,"Block Group 1, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16529,,,,,42,101,,,,3100,1,15000US421010031001,,,120702,0,555,431,124,124,0,0,124,431,16,15,9,0,0,20,0,10,53,308,954
4.2101E+11,"Block Group 2, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16530,,,,,42,101,,,,3100,2,15000US421010031002,,,37461,0,232,170,62,62,0,0,62,170,0,15,0,12,0,14,0,9,11,109,1038
4.2101E+11,"Block Group 3, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16531,,,,,42,101,,,,3100,3,15000US421010031003,,,37543,0,281,237,44,44,0,0,44,237,0,0,9,0,0,5,21,10,43,149,1254
4.2101E+11,"Block Group 4, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16532,,,,,42,101,,,,3100,4,15000US421010031004,,,62866,0,423,381,42,42,0,0,42,381,0,0,0,0,0,0,11,11,7,352,881
4.2101E+11,"Block Group 5, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16533,,,,,42,101,,,,3100,5,15000US421010031005,,,68383,0,596,483,113,113,21,0,92,483,0,18,0,0,0,0,26,40,11,388,963
4.2101E+11,"Block Group 6, Census Tract 31, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 31, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16534,,,,,42,101,,,,3100,6,15000US421010031006,,,68953,0,287,222,65,65,21,0,44,222,0,0,13,9,11,32,8,5,14,130,918
4.2101E+11,"Block Group 1, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16535,,,,,42,101,,,,3200,1,15000US421010032001,,,78165,0,426,283,143,143,40,20,83,283,9,0,10,0,0,0,0,86,19,159,1258
4.2101E+11,"Block Group 2, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16536,,,,,42,101,,,,3200,2,15000US421010032002,,,39436,0,324,181,143,143,0,0,143,181,0,0,0,0,0,11,0,10,9,151,1058
4.2101E+11,"Block Group 3, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16537,,,,,42,101,,,,3200,3,15000US421010032003,,,78285,0,433,336,97,97,0,11,86,336,0,0,0,19,0,27,15,18,52,205,894
4.2101E+11,"Block Group 4, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16538,,,,,42,101,,,,3200,4,15000US421010032004,,,140111,0,453,302,151,151,18,19,114,302,0,0,0,0,0,29,6,25,58,184,615
4.2101E+11,"Block Group 5, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16539,,,,,42,101,,,,3200,5,15000US421010032005,,,80854,0,263,134,129,129,0,0,129,134,0,0,0,0,0,0,0,38,0,96,
4.2101E+11,"Block Group 6, Census Tract 32, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 32, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16540,,,,,42,101,,,,3200,6,15000US421010032006,,,74939,0,353,217,136,136,23,7,106,217,0,0,0,0,0,9,0,30,34,144,1003
4.2101E+11,"Block Group 1, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16541,,,,,42,101,,,,3300,1,15000US421010033001,,,100648,0,925,850,75,75,0,0,75,850,0,0,0,14,16,113,17,16,84,590,973
4.2101E+11,"Block Group 2, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16542,,,,,42,101,,,,3300,2,15000US421010033002,,,665039,72863,441,347,94,94,0,0,94,347,0,0,0,0,0,0,0,0,34,313,873
4.2101E+11,"Block Group 3, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16543,,,,,42,101,,,,3300,3,15000US421010033003,,,56059,0,305,199,106,106,0,0,106,199,0,0,0,0,0,0,0,35,13,151,696
4.2101E+11,"Block Group 4, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16544,,,,,42,101,,,,3300,4,15000US421010033004,,,79357,0,192,192,0,0,0,0,0,192,0,0,0,24,55,0,29,14,0,70,860
4.2101E+11,"Block Group 5, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16545,,,,,42,101,,,,3300,5,15000US421010033005,,,86603,0,509,433,76,76,0,31,45,433,0,0,16,0,0,0,0,33,97,287,954
4.2101E+11,"Block Group 6, Census Tract 33, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 33, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16546,,,,,42,101,,,,3300,6,15000US421010033006,,,74648,0,413,354,59,59,28,0,31,354,0,0,0,0,0,0,0,17,184,153,608
4.2101E+11,"Block Group 1, Census Tract 36, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 36, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16547,,,,,42,101,,,,3600,1,15000US421010036001,,,271664,0,820,795,25,25,0,25,0,795,0,0,0,17,40,0,96,386,119,137,1109
4.2101E+11,"Block Group 2, Census Tract 36, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 36, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16548,,,,,42,101,,,,3600,2,15000US421010036002,,,163808,0,446,446,0,0,0,0,0,446,0,0,185,0,0,0,67,181,13,0,780
4.2101E+11,"Block Group 3, Census Tract 36, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 36, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16549,,,,,42,101,,,,3600,3,15000US421010036003,,,371103,0,1114,979,135,135,81,0,54,979,0,0,32,158,63,16,97,213,114,286,373
4.2101E+11,"Block Group 4, Census Tract 36, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 36, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16550,,,,,42,101,,,,3600,4,15000US421010036004,,,157964,0,498,471,27,27,27,0,0,471,0,0,141,45,54,0,0,117,98,16,
4.2101E+11,"Block Group 1, Census Tract 37.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 37.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16551,,,,,42,101,,,,3701,1,15000US421010037011,,,61390,0,538,311,227,227,0,0,227,311,0,0,0,0,13,0,0,0,92,206,1404
4.2101E+11,"Block Group 2, Census Tract 37.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 37.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16552,,,,,42,101,,,,3701,2,15000US421010037012,,,51052,0,495,423,72,72,0,0,72,423,0,0,0,0,0,0,0,34,63,326,1565
4.2101E+11,"Block Group 3, Census Tract 37.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 37.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16553,,,,,42,101,,,,3701,3,15000US421010037013,,,97432,0,964,722,242,242,22,0,220,722,0,0,0,0,0,0,88,173,47,414,689
4.2101E+11,"Block Group 4, Census Tract 37.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 37.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16554,,,,,42,101,,,,3701,4,15000US421010037014,,,83893,0,330,293,37,37,0,0,37,293,0,0,0,0,53,0,0,75,46,119,1093
4.2101E+11,"Block Group 5, Census Tract 37.01, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 37.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16555,,,,,42,101,,,,3701,5,15000US421010037015,,,61852,0,381,316,65,65,0,0,65,316,0,0,0,0,59,44,44,0,18,151,
4.2101E+11,"Block Group 1, Census Tract 37.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 37.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16556,,,,,42,101,,,,3702,1,15000US421010037021,,,105107,0,623,580,43,43,20,0,23,580,0,0,0,20,13,8,10,52,64,413,1176
4.2101E+11,"Block Group 2, Census Tract 37.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 37.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16557,,,,,42,101,,,,3702,2,15000US421010037022,,,80103,0,572,503,69,69,0,49,20,503,0,0,0,43,33,63,30,15,129,190,1103
4.2101E+11,"Block Group 3, Census Tract 37.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 37.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16558,,,,,42,101,,,,3702,3,15000US421010037023,,,62203,0,347,321,26,26,0,26,0,321,0,0,0,12,0,8,85,11,42,163,930
4.2101E+11,"Block Group 1, Census Tract 38, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 38, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16559,,,,,42,101,,,,3800,1,15000US421010038001,,,76687,0,440,421,19,19,0,0,19,421,0,9,35,0,6,0,22,14,33,302,
4.2101E+11,"Block Group 2, Census Tract 38, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 38, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16560,,,,,42,101,,,,3800,2,15000US421010038002,,,867907,0,442,442,0,0,0,0,0,442,0,0,0,0,11,10,60,115,9,237,1104
4.2101E+11,"Block Group 3, Census Tract 38, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 38, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16561,,,,,42,101,,,,3800,3,15000US421010038003,,,70201,0,364,306,58,58,0,0,58,306,0,0,0,0,0,0,12,38,31,225,
4.2101E+11,"Block Group 4, Census Tract 38, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 38, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16562,,,,,42,101,,,,3800,4,15000US421010038004,,,74359,0,423,357,66,66,0,37,29,357,0,0,0,0,0,30,0,36,10,281,
4.2101E+11,"Block Group 1, Census Tract 39.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 39.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16563,,,,,42,101,,,,3901,1,15000US421010039011,,,114949,0,778,714,64,64,64,0,0,714,0,0,0,13,0,0,17,45,18,621,837
4.2101E+11,"Block Group 2, Census Tract 39.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 39.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16564,,,,,42,101,,,,3901,2,15000US421010039012,,,77416,0,653,614,39,39,39,0,0,614,0,0,0,0,0,137,0,44,78,355,1048
4.2101E+11,"Block Group 3, Census Tract 39.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 39.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16565,,,,,42,101,,,,3901,3,15000US421010039013,,,115111,0,903,877,26,26,0,26,0,877,0,0,0,0,0,8,10,68,65,726,984
4.2101E+11,"Block Group 4, Census Tract 39.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 39.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16566,,,,,42,101,,,,3901,4,15000US421010039014,,,112921,0,535,535,0,0,0,0,0,535,0,0,0,0,0,55,56,76,49,299,891
4.2101E+11,"Block Group 1, Census Tract 39.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 39.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16567,,,,,42,101,,,,3902,1,15000US421010039021,,,77335,0,793,722,71,71,71,0,0,722,0,24,0,0,0,12,7,59,77,543,915
4.2101E+11,"Block Group 2, Census Tract 39.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 39.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16568,,,,,42,101,,,,3902,2,15000US421010039022,,,123745,0,410,340,70,70,0,0,70,340,0,0,0,0,0,33,0,13,46,248,
4.2101E+11,"Block Group 3, Census Tract 39.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 39.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16569,,,,,42,101,,,,3902,3,15000US421010039023,,,105226,0,447,447,0,0,0,0,0,447,0,0,0,0,0,0,56,35,47,309,
4.2101E+11,"Block Group 4, Census Tract 39.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 39.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16570,,,,,42,101,,,,3902,4,15000US421010039024,,,146290,0,878,772,106,106,0,71,35,772,0,0,0,0,12,13,73,101,13,560,
4.2101E+11,"Block Group 1, Census Tract 40.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 40.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16571,,,,,42,101,,,,4001,1,15000US421010040011,,,74514,0,700,625,75,75,0,0,75,625,6,0,0,7,17,25,0,43,32,495,1024
4.2101E+11,"Block Group 2, Census Tract 40.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 40.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16572,,,,,42,101,,,,4001,2,15000US421010040012,,,76103,0,503,456,47,47,29,0,18,456,0,0,0,8,0,0,0,58,100,290,986
4.2101E+11,"Block Group 3, Census Tract 40.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 40.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16573,,,,,42,101,,,,4001,3,15000US421010040013,,,90745,0,463,420,43,43,0,0,43,420,0,0,0,14,0,0,19,19,67,301,1115
4.2101E+11,"Block Group 4, Census Tract 40.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 40.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16574,,,,,42,101,,,,4001,4,15000US421010040014,,,73590,0,406,382,24,24,0,0,24,382,0,0,0,15,8,10,37,16,9,287,866
